,title,singer,albumName,score,lyrics,youtube
59,다시 만날까 봐,V.O.S,다시 만날까 봐,187,Non,https://www.youtube.com/results?search_query=%EB%8B%A4%EC%8B%9C+%EB%A7%8C%EB%82%A0%EA%B9%8C+%EB%B4%90
60,5월의 밤,Zion.T,5월의 밤,179,"너는 별을 보자며 내 몸을 당겨서
단 한 번에 달빛을 내 눈에 담았어
Every time I look up in the sky
근데 단 한 개도 없는 Star
혼자 두지 않을게
저 달이 외롭지 않게 해 줘

너는 별을 보자며 내 손을 끌어서
저녁노을이 진 옥상에 걸터앉아
Every time I look up in the sky
근데 단 한 개도 없는 Star
괜찮아 네가 내 우주고 밝게 빛나 줘

이런 가사 한 마디가 
널 위로한다면 나 펜을 잡을게
자극적인 것보다 
진심만으로 말할 수 있어 All day
고양이보다 넌 강아지같이 날 기다렸지
하루 종일 뭐가 그리 슬펐지
이 별에서 네가 가장 특별해
너는 그런 거 전혀 몰랐지

You want some more
왜 자꾸만 널 가두려 하는 건지
You want some more
Sky is nothing to believe

너는 별을 보자며 내 손을 끌어서
저녁노을이 진 옥상에 걸터앉아
Every time I look up in the sky
근데 단 한 개도 없는 Star
괜찮아 네가 내 우주고 밝게 빛나 줘

있잖아 난 네가 아주 가끔씩 
무겁게 할 때마다 움칫
널 위로할 손이 난 없네
지금 난 갈 길을 잃은 별
날 당기는 힘은 너
넌 별을 잃은 하늘처럼 떠돌고 다녀
우리가 지난 길이 별자리처럼 
나와 너 그 길을 따라서
날 기억해줘

You want some more
왜 자꾸만 널 가두려 하는 건지
You want some more
Sky is nothing to believe

너는 별을 보자며 내 손을 끌어서
저녁노을이 진 옥상에 걸터앉아
Every time I look up in the sky
근데 단 한 개도 없는 Star
괜찮아 네가 내 우주고 밝게 빛나 줘

Girl I don’t know why I’m leaving
Girl I don’t know why
처음부터 다시 알려 줘
Girl I don’t know why I’m leaving
Girl I don’t know why 

너는 별을 보자며 내 손을 끌어서
저녁노을이 진 옥상에 걸터앉아
Every time I look up in the sky
근데 단 한 개도 없는 Star
괜찮아 네가 내 우주고 밝게 빛나 줘

꼭 닮은 너를 찾아 나섰지
너를 당겨 보려 해도

Every time I look up in the sky
근데 단 한 개도 없는 Star
괜찮아 네가 내 우주고 밝게 빛나 줘",https://www.youtube.com/results?search_query=5%EC%9B%94%EC%9D%98+%EB%B0%A4
61,BAND,창모 (CHANGMO)& Hash Swan& ASH ISLAND& 김효은,BAND,177,"5월의 밤 기억해요 
우리 처음 만난 밤, 그 자리
안녕하세요 처음 봬요
그러니까, 반갑네요
우린 잘 웃지도 않았어
딱히 할 말도 없었어 
그때부터였어

사랑한다 그 말은
아름답다 그 말은
쉽게 꺼낼 수 없죠
나 알고 있죠
그래서 어려웠죠

사랑은 쉽게 찾아오지 않아요
그렇게 쉽게 얘기하면 안 돼요 
그대 날 떠나가려 하는 순간에
난 붙잡지 않아요 단지 이렇게 말해요

좀 더 다퉜더라면
부딪혔다면
우린 아직 설렐까요
괜한 말을 해
진작 느꼈어야 했어
그대 세 번째 손가락
위로 옮겨진 반지를 보고
변하지 않기로 그렇게 서로 바랐으면서
변하지 않아서 이렇게 지루해져 버렸죠 
어떻게 했더라도
우린 지금일까요
모든 게 말장난 같아요

사랑은 쉽게 찾아오지 않아요
그렇게 쉽게 얘기하면 안 돼요 
그대 날 떠나가려 하는 순간에
난 붙잡지 않아요 단지 이렇게 말해요

이렇게 말해요
진심이 아니었다고 말해요
그게 제일 어렵겠지만
나도 잘 안다고
누가 나만큼 알까요
지난 일처럼 말하지 마요

사랑은 쉽게 찾아오지 않아요
그렇게 쉽게 얘기하면 안 돼요 
그대 날 떠나가려 하는 순간에
난 붙잡지 않아요 단지 이렇게 말해요",https://www.youtube.com/results?search_query=BAND
62,"Some Things Never Change (From ""Frozen 2""/Soundtrack Version)",Kristen Bell& Idina Menzel& Josh Gad& Jonathan Groff& Cast of Frozen 2,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),176,"Where the north wind meets the sea
There's a river full of memory
Sleep, my darling, safe and sound
For in this river all is found

In her waters, deep and true
Lie the answers and a path for you
Dive down deep into her sound
But not too far or you'll be drowned

Yes, she will sing to those who'll hear
And in her song, all magic flows
But can you brave what you most fear?
Can you face what the river knows?

Where the north wind meets the sea
There's a mother full of memory
Come, my darling, homeward bound
When all is lost, then all is found",https://www.youtube.com/results?search_query=Some+Things+Never+Change+%28From+%22Frozen+2%22%2FSoundtrack+Version%29
63,Señorita,Shawn Mendes& Camila Cabello,Señorita,175,"언제부터인지 그대를 보면
운명이라고 느꼈던 걸까
밤하늘의 별이 빛난 것처럼
오랫동안 내 곁에 있어요
그대라는 시가 난 떠오를 때마다
외워두고 싶어 그댈 기억할 수 있게
슬픈 밤이 오면 내가 그대를 지켜줄게
내 마음 들려오나요
잊지 말아요

지나가는 계절 속에 내 마음은
변하지 않는단 걸 아나요
그저 바라보는 눈빛 그 하나로
세상을 다 가진 것 같은데
그대라는 시가 난 떠오를 때마다
외워두고 싶어 그댈 기억할 수 있게
슬픈 밤이 오면 내가 그대를 지켜줄게
내 마음 들려오나요
잊지 말아요
꽃이 피고 지는 날이 와도
이것 하나만 기억해줘요
그댈 향한 마음을
언젠가는 우리
멀어질지 몰라도
나는 그대라면 기다릴 수 있을 텐데
시간이 흘러도 내가 이곳에 서 있을게
그대 망설이지 말아요
그때가 오면",https://www.youtube.com/results?search_query=Se%C3%B1orita
64,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리),Merry Christmas [Deluxe Anniversary Edition],172,"I don't want a lot for Christmas
There's just one thing I need
I don't care about the presents
underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas Is you

I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
underneath the Christmas tree
I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas day
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas Is you
You baby

I won't ask for much this Christmas
I won't even wish for snow
I'm just gonna keep on waiting
Underneath the mistletoe
I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake to
Hear those magic reindeer click
Cause I just want you here tonight
Holding on to me so tight
What more can I do
Oh Baby all I want for Christmas is you
You~ baby~

All the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air
And everyone is singing
I hear those sleigh bells ringing
Santa won't you bring me
the one I really need Won't you
please bring my baby to me

Oh I don't want a lot for Christmas
This is all I'm asking for
I just want to see my baby
Standing right outside my door
Oh I just want him for my own
More than you could ever know
Make my wish come true
Oh Baby all I want for Christmas is You
You baby
All I want for Christmas is you baby",https://www.youtube.com/results?search_query=All+I+Want+for+Christmas+Is+You
65,티격태격 (Feat. DPR LIVE),Crush,From Midnight To Sunrise,168,"통화할 땐 너무 좋았는데
갑자기 온도가 확 바뀐 듯 해
우린 티격해
티격태격해
가끔 삐걱대
삐끗삐끗해
어쩔 땐 이해가 안돼
Oh ah 왜 뭐 때문에
날 또 못살게 구는 건데
왜 아이라인이 짝짝이인 걸
전부 내 탓으로 돌리는 건데
날 튀겼다가 삶았다가
Girl what you wanna do
그냥 너 하고픈 대로 한다고 해도
잘해준 건 다 잊어 먹어
그래도 난 너 없인 하루가 허전한 걸
보고있는데도 보고픈 걸 어떡해야 해
Woo I can't stop laughing with you girl
Hey 오랜만이야
넌 지금 어디야?
학교 아님 집?
지하철 아님 일?
뭐 아무튼 1분만
너의 귀를 기울여봐
Girl am I on your earphone?
Or am I on your speaker?
Girl 내 친구 효섭이 핑계 대고
너를 보러 왔어 안녕
지친 하루에 맞춰 왔으니까
내 목소리에 안겨
넌 나를 색 입혀
장난에 얼룩져
뒷 처리는 내 몫이지
네 기분에 맞춰
계속 그려줘
Just play with it
뜨겁다가 차갑다가
Girl what you wanna do
I'll do anything u wanna do
잘해준 건 다 잊어 먹어
그래도 난 너 없인 하루가 허전한 걸
보고있는데도 보고픈 걸 어떡해야 해
Woo I can't stop laughing with you girl",https://www.youtube.com/results?search_query=%ED%8B%B0%EA%B2%A9%ED%83%9C%EA%B2%A9+%28Feat.+DPR+LIVE%29
66,날 보러 와요 (Come See Me),AOA,NEW MOON,167,Non,https://www.youtube.com/results?search_query=%EB%82%A0+%EB%B3%B4%EB%9F%AC+%EC%99%80%EC%9A%94+%28Come+See+Me%29
67,떨어지는 낙엽까지도,헤이즈 (Heize),만추,166,"한잔 술에 잊자 그만
나도 숨 좀 쉬자 제발
마치 주문처럼
매일 읊조렸던
넌 모르는
내 슬픈 혼잣말

친구들 통해 들은 네 소식
너무 잘 살고 있어
날 만날 때보다 더

너는 없었지만
억지로 삼킨 밥들이
친구가 되어줬던 술이
겨우 날 숨 좀 쉬게 해

많이 잊었어 이제
네 얼굴도 까마득해
잘 살고 있다 너처럼

두려워 듣기 싫던 네 소식
막상 듣게 되니 또
이별한 듯이 아파

너는 없었지만
억지로 삼킨 밥들이
친구가 되어줬던 술이
겨우 날 숨 좀 쉬게 해

많이 잊었어 이제
네 얼굴도 까마득해
잘살고 있다 너처럼

너 없는 많은 밤들이
혼자 버틸 날들이
아직 너무 많은데
가끔은 너 철없던
나의 장난에
입꼬리 올라가던
그 미소가 그리워

가진 건 없지만
널 가진 게 전부였어
그래서 무너졌나 봐
너밖에 없었으니까

언젠간 나도 나만
사랑해줄 사람 만나
잘 살고 싶다 너처럼

나도 그럴 수 있을까",https://www.youtube.com/results?search_query=%EB%96%A8%EC%96%B4%EC%A7%80%EB%8A%94+%EB%82%99%EC%97%BD%EA%B9%8C%EC%A7%80%EB%8F%84
68,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,156,Non,https://www.youtube.com/results?search_query=%EC%83%A4%EB%84%AC+%28Feat.+%EB%B0%95%EB%B4%84%29
69,헤어지자 (Prod. 정키),휘인 (Whee In),soar,143,Non,https://www.youtube.com/results?search_query=%ED%97%A4%EC%96%B4%EC%A7%80%EC%9E%90+%28Prod.+%EC%A0%95%ED%82%A4%29
70,잘 살고 있다,V.O.S,잘 살고 있다,141,Non,https://www.youtube.com/results?search_query=%EC%9E%98+%EC%82%B4%EA%B3%A0+%EC%9E%88%EB%8B%A4
71,아마두 (feat.우원재 김효은 넉살 Huckleberry P),염따& 딥플로우& 팔로알토 (Paloalto)& The Quiett& 사이먼 도미닉,Dingo X DAMOIM (Part 2),137,Non,https://www.youtube.com/results?search_query=%EC%95%84%EB%A7%88%EB%91%90+%28feat.%EC%9A%B0%EC%9B%90%EC%9E%AC+%EA%B9%80%ED%9A%A8%EC%9D%80+%EB%84%89%EC%82%B4+Huckleberry+P%29
72,나의 어깨에 기대어요,10cm,호텔 델루나 OST Part.2,132,"Again, you're gone
Off on a different path than mine
I'm left behind
Wondering if I should follow
You had to go
And, of course, it's always fine
I probably could catch up with you 
tomorrow

But is this what it feels like
To be growing apart?
When did I become the one
Who's always chasing your heart?

Now I turn around and find
I am lost in the woods
North is south, right is left
When you're gone
I'm the one who sees you home
But now I'm lost in the woods
And I don't know what path you are on
I'm lost in the woods

Up 'til now
The next step was a question of how
I never thought
it was a question of whether
Who am I, if I'm not your guy?
Where am I, if we're not together
Forever?

Now I know you're my true north
'Cause I am lost in the woods
Up is down, day is night
When you're not there
Oh, you're my only landmark
So I'm lost in the woods
Wondering if you still care

But I'll wait
For a sign
(For a sign)
That I'm your path
'Cause you are mine
(You are mine)
Until then
I'm lost in the woods

(Lost in the woods
Lost
Lost in the woods
Lost
Lost in the woods)
I'm lost in the woods
(Lost in the woods
Lost
Lost
Lost)
I'm lost in the woods",https://www.youtube.com/results?search_query=%EB%82%98%EC%9D%98+%EC%96%B4%EA%B9%A8%EC%97%90+%EA%B8%B0%EB%8C%80%EC%96%B4%EC%9A%94
73,Wake Up (Feat. DEAN),Crush,From Midnight To Sunrise,132,"Babe good morning oh yeah
이제 일어나야 할 시간이야
아침 햇살이 너를 반겨줄 시간이야
Morning coffee 한 잔과
마르지 않은 머리가
하루의 시작을 알리고 있어
차가운 도시의 출근길
어쩔 땐 버겁기도 하지
내가 힘이 되어 줄게
Wake up wake up wake up
Next to you
Wake up wake up wake up
Next to you
Wake up wake up wake up
Next to you
Wake up wake up wake up
악몽에 젖어 깼을 때
그래 그 때 그럴 때
세상은 때 탄 하얀색
그래 그 때 그럴 때
Morning coffee 한 잔과
우리 둘 만의 노래가
괜찮을 거라 말하고 있어
Hold on tight
Look at my eyes
거친 파도가 잠잠해지게
Wake up wake up wake up
Next to you
Wake up wake up wake up
Next to you
Wake up wake up wake up
Next to you
Wake up wake up wake up
매일 아침을 속삭여 줄게
늦은 아침에 속삭여 줄게
매일 아침에 널 깨워 줄게
내일 아침도 널 깨워 줄게",https://www.youtube.com/results?search_query=Wake+Up+%28Feat.+DEAN%29
74,벗,닐로(Nilo),벗,129,Non,https://www.youtube.com/results?search_query=%EB%B2%97
75,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,128,Non,https://www.youtube.com/results?search_query=%EB%84%88%EC%97%90%EA%B2%8C+%EB%AA%BB%ED%96%88%EB%8D%98+%EB%82%B4+%EB%A7%88%EC%A7%80%EB%A7%89+%EB%A7%90%EC%9D%80
76,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,126,"수 없이 외로웠던 밤을
이 작은 손에 닿기 위해 
얼마나 달려왔는지
널 잠 못 들게 하는 소음
내가 다 가져 갈게 

반짝이는 눈
강아지발, 코
터질듯한 볼

펄럭이는 귀
두꺼운 입술
걸음걸인 뒤뚱

누굴 닮아 이렇게 예뻐 
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바라 

잘자 잘자 포근하게 
잘자 걱정들을 뒤로한 채 
별빛들도 잠들 때까지 
아무도 널 깨우지 못할 거야 
잘자 잘자 잘자

누가 내게 꿈이 뭐냐고 하면
난 머리를 긁으며
좋은 아빠 좋은 남편
감히 그렇게 대답하지
그런 행운이 내게 올까
그녀와 똑 닮은 brown eyes

달빛 품은 눈
앙증맞은 코
아기자기한 몸

날개같은 귀
보드라운 손 
입꼬리는 히죽 

누굴 닮아 이렇게 예뻐 
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바라 

잘자 잘자 포근하게 
잘자 걱정들을 뒤로한 채 
별빛들도 잠들 때까지 
아무도 널 깨우지 못할 거야 
잘자 잘자 잘자

Every night babe Sleep tight
Nighty night babe sleep tight
Every night just sleep tight
Nighty night babe

잘자 잘자 포근하게 
잘자 걱정들을 뒤로한 채 
별빛들도 잠들 때까지 
아무도 널 깨우지 못할 거야 
잘자 잘자 잘자",https://www.youtube.com/results?search_query=%EC%9A%B0%EB%A6%AC+%EC%96%B4%EB%96%BB%EA%B2%8C+%ED%95%A0%EA%B9%8C%EC%9A%94
77,제설,기리보이,치명적인 앨범 Ⅲ,126,"/VERSE 1
비가 내리다 말다
우산을 챙길까 말까
tv엔 맑음이라던데
네 마음도 헷갈리나봐

비가 또 내리다 말다
하늘도 우울한가봐
비가 그치고나면
이번엔 내가 울것만같아

Strumming down to
my memories
지직거리는 라디오에선
또 뻔한 love song
잊고있던 아픈 설레임
널 생각나게해

/CHORUS
우리 걷던 이길위에
흘러나오던 멜로디 
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye

/VERSE 2
So hard to lose
but easy to repeat
푹 숙인 얼굴 날 알아봤을까
I'm losing my breathe
잊고싶은 아픈 기억들
날 더 힘들게해

/CHORUS
시간가는 줄도 모르고
나눴던 수많은 밤과 사랑노래
꿈보다 달콤했지
쉽게 포기한건아닌지
우연히널 마주친 순간
내 마음 들킬까봐 뒤돌아섰어
널 잡았다면
그런 널 왜 난 보냈을까 
Good bye

우리 걷던 이길위에
흘러나오던 멜로디 
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye",https://www.youtube.com/results?search_query=%EC%A0%9C%EC%84%A4
78,Into the Unknown,Idina Menzel & AURORA,Frozen 2 (겨울왕국 2 OST),124,"Ah ah oh oh oh
Ah ah oh oh oh oh oh oh

I can hear you but I won't
Some look for trouble 
while others don't
There's a thousand reasons 
I should go about my day
And ignore your whispers 
which I wish would go away, oh oh oh
Ah ah oh oh
Oh oh
Ah ah oh oh

You're not a voice
You're just a ringing in my ear
And if I heard you, which I don't
I'm spoken for I fear

Everyone I've ever loved is here 
within these walls
I'm sorry, secret siren, 
but I'm blocking out your calls
I've had my adventure,
I don't need something new
I'm afraid of what I'm risking 
if I follow you

Into the unknown
Into the unknown
Into the unknown
Ah ah oh oh
Ah ah oh oh oh oh

What do you want?
'Cause you've been keeping me awake
Are you here to distract me 
so I make a big mistake?
Or are you someone out there 
who's a little bit like me?
Who knows deep down
I'm not where I'm meant to be?

Every day's a little harder
as I feel my power grow
Don't you know there's part of me
that longs to go...

Into the unknown
Into the unknown
Into the unknown
Ah ah oh oh
Ah ah oh oh

Oh oh oh
Are you out there?
Do you know me?
Can you feel me?
Can you show me?
Ah ah oh oh
Ah ah oh oh
Ah ah oh oh
Ah ah oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh

Where are you going?
Don't leave me alone
How do I follow you
Into the unknown
Oh oh oh",https://www.youtube.com/results?search_query=Into+the+Unknown
79,Trouble,EXO,OBSESSION - The 6th Album,123,Non,https://www.youtube.com/results?search_query=Trouble
80,헤어진 우리가 지켜야 할 것들,김나영 & 양다일,헤어진 우리가 지켜야 할 것들,123,"여기 내 머릿속에
스위치 같은
그런 게 있음 좋겠어
눈을 감듯 널 꺼놓게

매일 숨을 쉬듯이
널 사랑했던
나쁜 버릇은 어떡해야
고쳐질까

알아 쉽진 않겠지
한동안 생각날 테고
행여나 울더라도
흔들리진 말자

혹시 내 전화를 기다리거나
취해서 집 앞을 찾아오는 일 안 돼
실수로라도 내 생각 따윈 절대 안 돼
안 돼 안 돼

너 혹시 내 사진을 찾아보거나
나 몰래 내 소식을 검색하는 일 안 돼
이젠 안 돼 우린 안 돼 너와 나
더는 해선 안 되는 일

우릴 알던 누군가 (너를 만나)
스치듯 나의 안불 묻더라도
웃음으로 (웃음으로)
받아줄 수 있길

혹시 내 전화를 기다리거나
취해서 집 앞을 찾아오는 일 안 돼
실수로라도 내 생각 따윈 절대 안 돼
안 돼 안 돼

너 혹시 내 사진을 찾아보거나
나 몰래 내 소식을 검색하는 일 안 돼
이젠 안 돼 우린 안 돼 너와 나

잘 한 건진 모르지만
후회할지 모르지만
소리 없이 흐르는 눈물을 잡고 안녕

우리들의 수많은 기념일과
서로의 이름 목소리까지도
자고 나면 모두 다 잊는 거야
모든 걸 잊고 떠나는 거야

널 사랑했지만
보고 싶겠지만
오늘 이후로 우린 없는 거야
아무 일도 아닌 듯이
아무 일도 없던 듯이",https://www.youtube.com/results?search_query=%ED%97%A4%EC%96%B4%EC%A7%84+%EC%9A%B0%EB%A6%AC%EA%B0%80+%EC%A7%80%EC%BC%9C%EC%95%BC+%ED%95%A0+%EA%B2%83%EB%93%A4
81,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),120,Non,https://www.youtube.com/results?search_query=All+I+Want+For+Christmas+Is+You
82,춤 (Groove),EXO,OBSESSION - The 6th Album,119,Non,https://www.youtube.com/results?search_query=%EC%B6%A4+%28Groove%29
83,Lost in the Woods,Jonathan Groff(조나단 그로프),Frozen 2 (겨울왕국 2 OST),118,"Again you're gone
Off on a different path than mine
I'm left behind
Wondering if I should follow
You had to go
And of course it's always fine
I probably could catch up with you tomorrow
But is this what it feels like
To be growing apart?
When did I become the one
Who's always chasing your heart?
Now I turn around and find
I am lost in the woods
North is south right is left
When you're gone
I'm the one who sees you home
But now I'm lost in the woods
And I don't know what path you are on
I'm lost in the woods
Up 'til now
The next step was a question of how
I never thought it was a question of whether
Who am I if I'm not your guy?
Where am I if we're not together
Forever?
Now I know you're my true north
'Cause I am lost in the woods
Up is down day is night
When you're not there
Oh you're my only landmark
So I'm lost in the woods
Wondering if you still care
But I'll wait
For a sign
(For a sign)
That I'm your path
'Cause you are mine
(You are mine)
Until then
I'm lost in the woods
(Lost in the woods)
I'm lost in the woods
(Lost in the woods lost lost lost)
I'm lost in the woods",https://www.youtube.com/results?search_query=Lost+in+the+Woods
84,Show Yourself,Idina Menzel & Evan Rachel Wood,Frozen 2 (겨울왕국 2 OST),118,"Every inch of me is trembling
But not from the cold
Something is familiar
Like a dream I can reach
but not quite hold
I can sense you there
Like a friend I've always known
I'm arriving
And it feels like I am home

I have always been a fortress
Cold secrets deep inside
You have secrets, too
But you don't have to hide

Show yourself
I'm dying to meet you
Show yourself
It's your turn
Are you the one 
I've been looking for
All of my life?
Show yourself
I'm ready to learn

Ah ah ah ah

Ah ah ah ah ah

I've never felt so certain
All my life I've been torn
But I'm here for a reason
Could it be the reason I was born?
I have always been so different
Normal rules did not apply
Is this the day?
Are you the way
I finally find out why?

Show yourself
I'm no longer trembling
Here I am
I've come so far
You are the answer I've waited for
All of my life
Oh, show yourself
Let me see who you are

Come to me now
Open your door
Don't make me wait
One moment more
Oh, come to me now
Open your door
Don't make me wait
One moment more

Where the north wind meets the sea

Ah ah ah ah

There's a river

Ah ah ah ah

Full of memory

Come, my darling, homeward bound

I am found

Show yourself
Step into the power
Throw yourself
Into something new

You are the one 
you've been waiting for

All of my life
All of your life
Oh, show yourself

Ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah",https://www.youtube.com/results?search_query=Show+Yourself
85,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,117,Non,https://www.youtube.com/results?search_query=%EC%A7%80%ED%82%AC+%28Jekyll%29
86,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,116,Non,https://www.youtube.com/results?search_query=%EB%82%98%EB%B9%84%ED%9A%A8%EA%B3%BC+%28Butterfly+Effect%29
87,Ya Ya Ya,EXO,OBSESSION - The 6th Album,114,Non,https://www.youtube.com/results?search_query=Ya+Ya+Ya
88,날 보러 와요 (Come See Me),에이오에이(AOA),NEW MOON,114,"Love in the dark
Hey Twilight
추운 겨울이 와도
내 눈 속에는 꽃이 피나 봐
첫눈에 알아본 걸까
첫사랑처럼 두근대니까
날 보면 무슨 생각
무슨 느낌 그댄 어떤지
때론 알 수 없는 그 무표정
솔직히 말을 하면 표현해줘 돌리지 말고
하늘의 별을 잇듯 나에게 오는 길
어둠 속 더욱더 우리 선명해지길
잠 못 드는 밤 밤이 새도록
그대와 나 단둘이만 얘기하고파
가지고 싶어 서둘러줘요
해뜨기 전에
날 보러 와요
그대 발걸음 소리
내 마음이 설레고 있는 걸 아나요
날 보러 와요
나를 찾는 목소리
한걸음에 그대에게 달려가요
날 보러 와요
Whoo A A A A A Twilight
T Twilight
T Twilight
날 보러 와요
Whoo A A A A A Twilight
T Twilight
어서 빨리 내게 와요
밤이 길어지듯이
그리움들도 깊어지나 봐
밤새 춤을 춰줘요 내 방 어느새
파랑 빛으로 물이 들어요
밤새 눈을 맞춰줘 Baby
노을빛 너무 설레어 Baby
잠 못 드는 밤 밤이 새도록
그대와 나 단둘이만 얘기하고파
가지고 싶어 서둘러줘요
해뜨기 전에
날 보러 와요
그대 발걸음 소리
내 마음이 설레고 있는 걸 아나요
날 보러 와요
나를 찾는 목소리
한걸음에 그대에게 달려가요
날 보러 와요
Whoo A A A A A Twilight
T Twilight
T Twilight
날 보러 와요
Whoo A A A A A Twilight
T Twilight
어서 빨리 내게 와요
Twilight 너와 나의
은밀하게 좀 더 비밀스럽게
Love in the dark night
보여줄래 내 맘 빛이 나는 순간
오늘 밤이 가기 전에
날 보러 와요
지금 꽉 안아줘요
내 눈빛이 떨리고 있는 걸 아나요
날 보러 와요
내 맘 다 알잖아요
한걸음에 나에게로 달려와요
날 보러 와요
Whoo A A A A A Twilight
T Twilight
T Twilight
날 보러 와요
Whoo A A A A A Twilight
T Twilight
어서 빨리 내게 와요",https://www.youtube.com/results?search_query=%EB%82%A0+%EB%B3%B4%EB%9F%AC+%EC%99%80%EC%9A%94+%28Come+See+Me%29
89,Baby You Are,EXO,OBSESSION - The 6th Album,111,Non,https://www.youtube.com/results?search_query=Baby+You+Are
90,술이 문제야,장혜진,술이 문제야,111,"그리워서 한 잔
생각나서 한 잔
내 눈물 섞어 한 잔
또 한 잔 마시다
우리 옛 추억에 취해
독한 네 사랑에 취해
너의 전화 번홀 누르게 돼
아마 받지 않겠지만
미안해
술이 문제야 문제
자꾸 너를 떠올리게 해
술이 문제야 문제
자꾸 네가 생각나게 해
정말 미친 듯이 보고 싶어 한 잔
정말 미친 듯이 그리워서 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐
술 한잔했어요
잊어보려 한 잔
지워보려 한 잔
내 눈물 섞어 한 잔
또 한 잔 마시다
흐릿한 얼굴에 취해
희미한 기억에 취해
다시 전화 번홀 누르게 돼
절대 받지 않겠지만
미안해
술이 문제야 문제
자꾸 너를 떠올리게 해
술이 문제야 문제
자꾸 네가 생각나게 해
정말 미친 듯이 보고 싶어 한 잔
정말 미친 듯이 그리워서 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐
나 맨정신에 살 수 없어서
술 한잔했어요
나 제정신에 살 수 없어서
술 한잔했어요
딱 한 잔만 딱 한 잔만
딱 한 잔만 더 마시면
너 돌아올까 봐
미안해
다 내가 문제야 문제
바보같이 널 또 기다려
아니야 내가 문제야 문제
아직까지 너만 사랑해
정말 보고 싶은 너를 위해 한 잔
정말 사랑했던 우릴 위해 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐
술 한잔했어요",https://www.youtube.com/results?search_query=%EC%88%A0%EC%9D%B4+%EB%AC%B8%EC%A0%9C%EC%95%BC
91,SUGA's Interlude,Halsey & SUGA & BTS,SUGA's Interlude,111,"I’ve been trying all my life
to separate the time, 
in between the
having it all and giving it up, yeah

내 머릿속엔 파란색만 
가득한 이 방황
자기혐오들과 자만이 
내 마음속에 살아

꿈이 가득한 난 자라 
모든 꿈을 이뤘건만
꿈은 꿈으로만 간직하는 게 
더 낫지라는 생각을 
동시에 하며 살아가고 있지

내 도약은 추락이 아니기를
너의 신념 노력 믿음 욕심들은 
추악이 아님임을 믿어

해가 뜨기 전 새벽은 
무엇보다 어둡지만
네가 바란 별들은 어둠 속에서만 
뜬다는 걸 절대 잊지 마

I’ve been trying all my life
to separate the time, 
in between the
having it all and giving it up, yeah

I wonder what’s in store
If I don’t love it anymore
I’m stuck between the
having it all and giving it up, yeah

가끔은 내가 걷고 있는 게 맞는지
하염없이 터널 끝을 향해 
달리면 뭐가 또 있을런지

맞긴 한지 내가 바라던 미래와는 
솔직히 다른 거지
상관없지 이제는 생존의 문제 
어찌 됐든 상관없지

Yeah yeah 네가 바란 것들과는 
다를지 몰라
네가 살아가는 것도 
사랑하는 것도 변할지 몰라

That’s true That’s true That’s true 
Yeah so are you gonna move?

꾸물거리기엔 우린 아직 
젊고 어려 부딪혀보자고 
So what you gonna do?

I’ve been trying all my life
to separate the time, in between the
having it all and giving it up, yeah

I wonder what’s in store
If I don’t love it anymore
I’m stuck between the
having it all and giving it up, yeah",https://www.youtube.com/results?search_query=SUGA%27s+Interlude
92,오늘도 (Day After Day),EXO,OBSESSION - The 6th Album,110,Non,https://www.youtube.com/results?search_query=%EC%98%A4%EB%8A%98%EB%8F%84+%28Day+After+Day%29
